S_CUSTNO;COGNITIONSOURCE;I_CASES;I_YEAR
14300043;UHD;11;2018
14300043;UHD;18;2019
14300043;UHD;26;2020
14300043;UHD;9;2021
14300045;UHD;6;2015
14300045;UHD;23;2016
14300045;UHD;25;2017
14300045;UHD;23;2018
14300045;UHD;20;2019
14300045;UHD;29;2020
14300045;UHD;32;2021
14300045;UHD;6;2022
14300046;UHD;12;2015
14300046;UHD;33;2016
14300046;UHD;43;2017
14300046;UHD;36;2018
14300046;UHD;30;2019
14300046;UHD;38;2020
14300046;UHD;41;2021
14300046;UHD;7;2022
14300047;UHD;1;2015
14300047;UHD;5;2016
14300047;UHD;4;2017
14300047;UHD;1;2018
14300047;UHD;10;2019
14300047;UHD;1;2020
14300047;UHD;6;2021
14300047;UHD;0;2022
14300048;UHD;23;2015
14300048;UHD;37;2016
14300048;UHD;24;2017
14300048;UHD;32;2018
14300048;UHD;26;2019
14300048;UHD;27;2020
14300048;UHD;14;2021
14300048;UHD;6;2022
14300049;UHD;3;2015
14300049;UHD;18;2016
14300049;UHD;31;2017
14300049;UHD;9;2018
14300049;UHD;4;2019
14300049;UHD;15;2020
14300049;UHD;7;2021
14300049;UHD;6;2022
14300050;UHD;18;2015
14300050;UHD;61;2016
14300050;UHD;3;2017
14300051;UHD;3;2015
14300051;UHD;12;2016
14300051;UHD;4;2017
14300051;UHD;10;2018
14300051;UHD;21;2019
14300051;UHD;16;2020
14300051;UHD;10;2021
14300051;UHD;7;2022
14300053;UHD;7;2015
14300053;UHD;21;2016
14300053;UHD;16;2017
14300053;UHD;1;2018
14300053;UHD;0;2019
14300054;UHD;2;2015
14300054;UHD;13;2016
14300054;UHD;21;2017
14300054;UHD;11;2018
14300054;UHD;18;2019
14300054;UHD;29;2020
14300054;UHD;22;2021
14300054;UHD;11;2022
14300056;UHD;36;2015
14300056;UHD;51;2016
14300056;UHD;19;2017
14300056;UHD;16;2018
14300056;UHD;8;2019
14300056;UHD;11;2020
14300056;UHD;3;2021
14300056;UHD;3;2022
14300057;UHD;11;2015
14300057;UHD;41;2016
14300057;UHD;104;2017
14300057;UHD;88;2018
14300057;UHD;27;2019
14300057;UHD;59;2020
14300057;UHD;67;2021
14300057;UHD;18;2022
14300058;UHD;2;2015
14300058;UHD;33;2016
14300058;UHD;26;2017
14300058;UHD;23;2018
14300058;UHD;29;2019
14300058;UHD;13;2020
14300058;UHD;8;2021
14300058;UHD;1;2022
14300060;UHD;15;2015
14300060;UHD;6;2016
14300061;UHD;5;2015
14300061;UHD;27;2016
14300061;UHD;21;2017
14300061;UHD;37;2018
14300061;UHD;44;2019
14300061;UHD;40;2020
14300061;UHD;28;2021
14300061;UHD;6;2022
14300064;UHD;4;2015
14300064;UHD;34;2016
14300064;UHD;64;2017
14300064;UHD;53;2018
14300064;UHD;31;2019
14300064;UHD;57;2020
14300064;UHD;11;2021
14300064;UHD;0;2022
14300065;UHD;4;2015
14300065;UHD;15;2016
14300065;UHD;13;2017
14300065;UHD;43;2018
14300065;UHD;31;2019
14300065;UHD;11;2020
14300065;UHD;19;2021
14300065;UHD;4;2022
14300066;UHD;7;2015
14300066;UHD;45;2016
14300066;UHD;24;2017
14300066;UHD;40;2018
14300067;UHD;0;2015
14300067;UHD;10;2016
14300067;UHD;9;2017
14300067;UHD;5;2018
14300067;UHD;13;2019
14300067;UHD;11;2020
14300067;UHD;2;2021
14300067;UHD;0;2022
14300068;UHD;0;2015
14300070;UHD;1;2015
14300070;UHD;16;2016
14300070;UHD;15;2017
14300070;UHD;7;2018
14300070;UHD;11;2019
14300070;UHD;16;2020
14300070;UHD;14;2021
14300070;UHD;2;2022
14300072;UHD;2;2015
14300072;UHD;22;2016
14300075;UHD;9;2015
14300075;UHD;48;2016
14300075;UHD;45;2017
14300075;UHD;33;2018
14300075;UHD;45;2019
14300075;UHD;31;2020
14300075;UHD;25;2021
14300075;UHD;6;2022
14301001;UHD;9;2017
14301001;UHD;3;2018
14301001;UHD;0;2019
14301004;UHD;13;2015
14301004;UHD;23;2016
14301004;UHD;30;2017
14301004;UHD;25;2018
14301004;UHD;20;2019
14301004;UHD;29;2020
14301004;UHD;41;2021
14301004;UHD;10;2022
14301005;UHD;0;2015
14301005;UHD;76;2016
14301005;UHD;77;2017
14301005;UHD;51;2018
14301005;UHD;53;2019
14301005;UHD;53;2020
14301005;UHD;36;2021
14301005;UHD;16;2022
14301008;UHD;0;2015
14301008;UHD;10;2016
14301008;UHD;2;2017
14301009;UHD;1;2015
14301009;UHD;5;2016
14301009;UHD;8;2017
14301009;UHD;11;2018
14301009;UHD;21;2019
14301009;UHD;10;2020
14301009;UHD;23;2021
14301009;UHD;2;2022
14301012;UHD;0;2015
14301012;UHD;6;2016
14301012;UHD;5;2017
14301012;UHD;6;2018
14301012;UHD;3;2019
14301012;UHD;11;2020
14301012;UHD;5;2021
14301012;UHD;3;2022
14301018;UHD;0;2015
14301018;UHD;0;2016
14301018;UHD;0;2017
14301031;UHD;20;2015
14301031;UHD;86;2016
14301031;UHD;52;2017
14301031;UHD;124;2018
14301031;UHD;74;2019
14301031;UHD;138;2020
14301031;UHD;132;2021
14301031;UHD;19;2022
14301036;UHD;2;2015
14301036;UHD;18;2016
14301036;UHD;20;2017
14301036;UHD;15;2018
14301036;UHD;16;2019
14301036;UHD;16;2020
14301036;UHD;4;2021
14301036;UHD;3;2022
14301046;UHD;2;2015
14301046;UHD;20;2016
14301046;UHD;32;2017
14301046;UHD;28;2018
14301046;UHD;8;2019
14301046;UHD;9;2020
14301046;UHD;9;2021
14301046;UHD;3;2022
14301058;UHD;3;2015
14301058;UHD;25;2016
14301058;UHD;28;2017
14301058;UHD;21;2018
14301058;UHD;10;2019
14301058;UHD;14;2020
14301058;UHD;14;2021
14301058;UHD;4;2022
14301059;UHD;0;2015
14301059;UHD;17;2016
14301059;UHD;9;2017
14301059;UHD;11;2018
14301059;UHD;9;2019
14301059;UHD;16;2020
14301059;UHD;24;2021
14301059;UHD;5;2022
14301061;UHD;10;2015
14301061;UHD;18;2016
14301061;UHD;23;2017
14301061;UHD;14;2018
14301061;UHD;39;2019
14301061;UHD;22;2020
14301061;UHD;4;2021
14301061;UHD;1;2022
14301064;UHD;14;2015
14301065;UHD;17;2015
14301066;UHD;4;2015
14301066;UHD;9;2016
14301066;UHD;17;2017
14301066;UHD;11;2018
14301066;UHD;18;2019
14301066;UHD;17;2020
14301066;UHD;10;2021
14301066;UHD;5;2022
14301068;UHD;10;2015
14301068;UHD;49;2016
14301068;UHD;38;2017
14301068;UHD;37;2018
14301068;UHD;32;2019
14301069;UHD;10;2015
14301069;UHD;36;2016
14301069;UHD;22;2017
14301069;UHD;26;2018
14301069;UHD;19;2019
14301069;UHD;23;2020
14301069;UHD;28;2021
14301069;UHD;6;2022
14301071;UHD;7;2015
14301071;UHD;18;2016
14301071;UHD;1;2017
14301072;UHD;5;2015
14301072;UHD;9;2016
14301072;UHD;24;2017
14301072;UHD;18;2018
14301072;UHD;15;2019
14301072;UHD;20;2020
14301072;UHD;28;2021
14301073;UHD;14;2015
14301073;UHD;82;2016
14301073;UHD;76;2017
14301073;UHD;52;2018
14301073;UHD;35;2019
14301073;UHD;48;2020
14301073;UHD;37;2021
14301073;UHD;13;2022
14301080;UHD;5;2015
14301080;UHD;9;2016
14301080;UHD;19;2017
14301080;UHD;8;2018
14301080;UHD;27;2019
14301080;UHD;22;2020
14301080;UHD;23;2021
14301080;UHD;4;2022
14301082;UHD;1;2015
14301082;UHD;1;2016
14301082;UHD;6;2017
14301082;UHD;5;2018
14301082;UHD;10;2019
14301082;UHD;8;2020
14301082;UHD;8;2021
14301082;UHD;1;2022
14301083;UHD;7;2015
14301083;UHD;31;2016
14301083;UHD;13;2017
14301083;UHD;16;2018
14301083;UHD;32;2019
14301083;UHD;30;2020
14301083;UHD;28;2021
14301083;UHD;12;2022
14301088;UHD;9;2015
14301088;UHD;37;2016
14301088;UHD;20;2017
14301088;UHD;16;2018
14301088;UHD;42;2019
14301089;UHD;2;2015
14301089;UHD;12;2016
14301089;UHD;10;2017
14301089;UHD;10;2018
14301092;UHD;4;2015
14301092;UHD;11;2016
14301092;UHD;17;2017
14301092;UHD;7;2018
14301093;UHD;0;2015
14301093;UHD;3;2016
14301093;UHD;4;2017
14301093;UHD;7;2018
14301096;UHD;0;2015
14301096;UHD;11;2016
14301096;UHD;17;2017
14301096;UHD;10;2018
14301096;UHD;25;2019
14301096;UHD;44;2020
14301096;UHD;40;2021
14301096;UHD;17;2022
14301097;UHD;0;2015
14301097;UHD;5;2016
14301097;UHD;12;2017
14301097;UHD;9;2018
14301097;UHD;6;2019
14301097;UHD;14;2020
14301097;UHD;12;2021
14301097;UHD;2;2022
14301106;UHD;3;2015
14301106;UHD;5;2016
14301106;UHD;8;2017
14301106;UHD;4;2018
14301106;UHD;5;2019
14301106;UHD;2;2020
14301106;UHD;8;2021
14301106;UHD;2;2022
14301109;UHD;1;2015
14301109;UHD;3;2016
14301109;UHD;6;2017
14301109;UHD;1;2018
14301109;UHD;4;2019
14301109;UHD;7;2020
14301109;UHD;3;2021
14301109;UHD;0;2022
14301115;UHD;1;2015
14301115;UHD;26;2016
14301115;UHD;24;2017
14301115;UHD;20;2018
14301115;UHD;20;2019
14301115;UHD;15;2020
14301115;UHD;24;2021
14301115;UHD;5;2022
14301116;UHD;0;2015
14301116;UHD;5;2016
14301116;UHD;15;2017
14301116;UHD;11;2018
14301116;UHD;47;2019
14301116;UHD;4;2020
14301116;UHD;11;2021
14301116;UHD;3;2022
14301117;UHD;1;2015
14301117;UHD;13;2016
14301117;UHD;23;2017
14301117;UHD;34;2018
14301117;UHD;16;2019
14301117;UHD;10;2020
14301117;UHD;12;2021
14301117;UHD;2;2022
14301120;UHD;0;2015
14301120;UHD;6;2016
14301120;UHD;6;2017
14301120;UHD;10;2018
14301120;UHD;13;2019
14301120;UHD;0;2020
14301120;UHD;1;2021
14301120;UHD;1;2022
14301121;UHD;12;2015
14301121;UHD;73;2016
14301121;UHD;46;2017
14301122;UHD;0;2015
14301122;UHD;6;2016
14301122;UHD;6;2017
14301122;UHD;8;2018
14301122;UHD;2;2019
14301122;UHD;6;2020
14301122;UHD;3;2021
14301122;UHD;1;2022
14301123;UHD;5;2015
14301123;UHD;0;2016
14301124;UHD;8;2015
14301124;UHD;21;2016
14301124;UHD;13;2017
14301124;UHD;8;2018
14301124;UHD;22;2019
14301124;UHD;12;2020
14301124;UHD;5;2021
14301124;UHD;0;2022
14301125;UHD;1;2015
14301125;UHD;34;2016
14301125;UHD;33;2017
14301125;UHD;13;2018
14301125;UHD;9;2019
14301125;UHD;8;2020
14301125;UHD;9;2021
14301125;UHD;3;2022
14301126;UHD;2;2015
14301126;UHD;18;2016
14301126;UHD;32;2017
14301126;UHD;38;2018
14301126;UHD;33;2019
14301126;UHD;31;2020
14301126;UHD;35;2021
14301126;UHD;17;2022
14301128;UHD;1;2015
14301128;UHD;3;2016
14301128;UHD;4;2017
14301128;UHD;4;2018
14301128;UHD;0;2019
14301128;UHD;0;2020
14301128;UHD;0;2021
14301128;UHD;0;2022
14301134;UHD;8;2015
14301134;UHD;28;2016
14301134;UHD;41;2017
14301134;UHD;28;2018
14301134;UHD;12;2019
14301136;UHD;6;2015
14301136;UHD;18;2016
14301136;UHD;23;2017
14301136;UHD;18;2018
14301136;UHD;10;2019
14301137;UHD;8;2015
14301137;UHD;34;2016
14301137;UHD;30;2017
14301137;UHD;30;2018
14301137;UHD;22;2019
14301137;UHD;29;2020
14301137;UHD;48;2021
14301137;UHD;8;2022
14301138;UHD;2;2015
14301138;UHD;12;2016
14301138;UHD;17;2017
14301138;UHD;28;2018
14301138;UHD;37;2019
14301138;UHD;32;2020
14301138;UHD;39;2021
14301138;UHD;3;2022
14301140;UHD;3;2015
14301140;UHD;11;2016
14301140;UHD;18;2017
14301140;UHD;2;2018
14301140;UHD;6;2019
14301140;UHD;8;2020
14301140;UHD;6;2021
14301140;UHD;1;2022
14301141;UHD;4;2015
14301141;UHD;10;2016
14301141;UHD;13;2017
14301141;UHD;11;2018
14301145;UHD;16;2015
14301145;UHD;74;2016
14301145;UHD;79;2017
14301145;UHD;43;2018
14301148;UHD;6;2015
14301148;UHD;16;2016
14301150;UHD;3;2015
14301150;UHD;15;2016
14301150;UHD;4;2017
14301150;UHD;5;2018
14301150;UHD;12;2019
14301150;UHD;32;2020
14301150;UHD;18;2021
14301150;UHD;10;2022
14301151;UHD;4;2015
14301151;UHD;23;2016
14301151;UHD;16;2017
14301154;UHD;0;2015
14301154;UHD;13;2016
14301154;UHD;6;2017
14301154;UHD;2;2018
14301154;UHD;11;2019
14301154;UHD;3;2020
14301154;UHD;4;2021
14301154;UHD;1;2022
14301155;UHD;0;2015
14301155;UHD;15;2016
14301155;UHD;23;2017
14301155;UHD;12;2018
14301155;UHD;14;2019
14301155;UHD;9;2020
14301155;UHD;10;2021
14301155;UHD;7;2022
14301159;UHD;1;2015
14301159;UHD;1;2016
14301159;UHD;6;2017
14301159;UHD;14;2018
14301159;UHD;7;2019
14301159;UHD;13;2020
14301159;UHD;1;2021
14301159;UHD;0;2022
14301160;UHD;3;2015
14301160;UHD;47;2016
14301160;UHD;18;2017
14301160;UHD;9;2018
14301161;UHD;7;2015
14301161;UHD;21;2016
14301161;UHD;12;2017
14301161;UHD;8;2018
14301161;UHD;6;2019
14301161;UHD;21;2020
14301161;UHD;23;2021
14301161;UHD;2;2022
14301162;UHD;1;2015
14301162;UHD;5;2016
14301162;UHD;6;2017
14301162;UHD;2;2018
14301162;UHD;8;2019
14301162;UHD;18;2020
14301162;UHD;1;2021
14301162;UHD;1;2022
14301164;UHD;8;2015
14301164;UHD;33;2016
14301164;UHD;8;2017
14301164;UHD;4;2018
14301164;UHD;10;2019
14301164;UHD;129;2020
14301164;UHD;56;2021
14301164;UHD;17;2022
14301168;UHD;0;2015
14301168;UHD;0;2016
14301168;UHD;4;2017
14301168;UHD;1;2018
14301168;UHD;0;2019
14301168;UHD;2;2020
14301168;UHD;0;2021
14301168;UHD;1;2022
14301173;UHD;1;2015
14301174;UHD;10;2020
14301174;UHD;10;2021
14301174;UHD;1;2022
14301176;UHD;8;2015
14301176;UHD;27;2016
14301176;UHD;23;2017
14301176;UHD;26;2018
14301176;UHD;57;2019
14301176;UHD;41;2020
14301176;UHD;36;2021
14301176;UHD;7;2022
14301177;UHD;2;2015
14301177;UHD;5;2016
14301177;UHD;5;2017
14301177;UHD;7;2018
14301177;UHD;9;2019
14301177;UHD;6;2020
14301177;UHD;6;2021
14301177;UHD;2;2022
14301181;UHD;7;2015
14301181;UHD;17;2016
14301181;UHD;24;2017
14301181;UHD;16;2018
14301181;UHD;26;2019
14301181;UHD;25;2020
14301181;UHD;17;2021
14301181;UHD;7;2022
14301182;UHD;2;2015
14301182;UHD;39;2016
14301182;UHD;31;2017
14301182;UHD;22;2018
14301182;UHD;25;2019
14301182;UHD;34;2020
14301182;UHD;27;2021
14301182;UHD;3;2022
14301183;UHD;0;2015
14301183;UHD;2;2016
14301183;UHD;6;2017
14301183;UHD;0;2018
14301183;UHD;6;2019
14301183;UHD;15;2020
14301183;UHD;3;2021
14301183;UHD;1;2022
14301184;UHD;12;2015
14301184;UHD;30;2016
14301184;UHD;45;2017
14301184;UHD;39;2018
14301184;UHD;34;2019
14301184;UHD;20;2020
14301184;UHD;11;2021
14301184;UHD;5;2022
14301185;UHD;7;2015
14301185;UHD;0;2016
14301185;UHD;0;2017
14301185;UHD;0;2018
14301185;UHD;0;2019
14301185;UHD;0;2020
14301186;UHD;1;2015
14301186;UHD;8;2016
14301186;UHD;1;2017
14301186;UHD;7;2018
14301186;UHD;18;2019
14301186;UHD;21;2020
14301186;UHD;21;2021
14301186;UHD;2;2022
14301188;UHD;0;2015
14301188;UHD;6;2016
14301188;UHD;0;2017
14301190;UHD;10;2015
14301190;UHD;35;2016
14301190;UHD;26;2017
14301190;UHD;20;2018
14301190;UHD;26;2019
14301190;UHD;34;2020
14301190;UHD;25;2021
14301190;UHD;6;2022
14301192;UHD;0;2015
14301192;UHD;10;2016
14301192;UHD;20;2017
14301192;UHD;6;2018
14301192;UHD;17;2019
14301192;UHD;27;2020
14301192;UHD;14;2021
14301192;UHD;5;2022
14301193;UHD;55;2015
14301193;UHD;179;2016
14301193;UHD;101;2017
14301193;UHD;98;2018
14301193;UHD;91;2019
14301193;UHD;48;2020
14301193;UHD;25;2021
14301193;UHD;4;2022
14301194;UHD;3;2015
14301194;UHD;11;2016
14301194;UHD;20;2017
14301194;UHD;9;2018
14301194;UHD;7;2019
14301194;UHD;0;2020
14301195;UHD;7;2015
14301195;UHD;15;2016
14301195;UHD;32;2017
14301195;UHD;37;2018
14301195;UHD;36;2019
14301195;UHD;15;2020
14301195;UHD;0;2021
14301195;UHD;0;2022
14301197;UHD;0;2015
14301197;UHD;2;2016
14301197;UHD;6;2017
14301197;UHD;3;2018
14301197;UHD;0;2019
14301197;UHD;1;2020
14301197;UHD;1;2021
14301198;UHD;4;2015
14301198;UHD;27;2016
14301198;UHD;19;2017
14301198;UHD;8;2018
14301198;UHD;4;2019
14301198;UHD;16;2020
14301198;UHD;16;2021
14301198;UHD;1;2022
14301199;UHD;1;2015
14301199;UHD;15;2016
14301199;UHD;8;2017
14301199;UHD;5;2018
14301199;UHD;10;2019
14301199;UHD;13;2020
14301199;UHD;7;2021
14301199;UHD;2;2022
14301200;UHD;17;2015
14301200;UHD;49;2016
14301200;UHD;98;2017
14301200;UHD;44;2018
14301200;UHD;54;2019
14301200;UHD;67;2020
14301200;UHD;49;2021
14301200;UHD;12;2022
14301201;UHD;0;2015
14301201;UHD;13;2016
14301201;UHD;7;2017
14301201;UHD;7;2018
14301201;UHD;9;2019
14301201;UHD;7;2020
14301201;UHD;6;2021
14301201;UHD;1;2022
14301202;UHD;0;2015
14301202;UHD;0;2016
14301203;UHD;0;2015
14301204;UHD;5;2015
14301204;UHD;20;2016
14301205;UHD;10;2015
14301205;UHD;37;2016
14301205;UHD;22;2017
14301205;UHD;13;2018
14301205;UHD;39;2019
14301205;UHD;36;2020
14301205;UHD;28;2021
14301205;UHD;20;2022
14301206;UHD;0;2015
14301206;UHD;2;2016
14301209;UHD;2;2015
14301209;UHD;13;2016
14301210;UHD;9;2015
14301210;UHD;68;2016
14301210;UHD;61;2017
14301210;UHD;41;2018
14301212;UHD;0;2015
14301212;UHD;45;2016
14301212;UHD;14;2017
14301212;UHD;3;2018
14301215;UHD;0;2015
14301215;UHD;21;2016
14301215;UHD;18;2017
14301215;UHD;29;2018
14301215;UHD;28;2019
14301215;UHD;27;2020
14301215;UHD;31;2021
14301215;UHD;14;2022
14301216;UHD;7;2015
14301216;UHD;6;2016
14301216;UHD;1;2017
14301216;UHD;2;2018
14301216;UHD;18;2019
14301216;UHD;4;2020
14301218;UHD;0;2015
14301218;UHD;3;2016
14301218;UHD;0;2017
14301218;UHD;3;2018
14301218;UHD;1;2019
14301218;UHD;1;2020
14301218;UHD;2;2021
14301218;UHD;0;2022
14307501;UHD;0;2015
14307501;UHD;11;2016
14307501;UHD;12;2017
14307501;UHD;43;2018
14307501;UHD;5;2019
14307501;UHD;3;2020
14307501;UHD;14;2021
14307501;UHD;2;2022
14307506;UHD;0;2015
14307506;UHD;5;2016
14307506;UHD;6;2017
14307506;UHD;3;2018
14307506;UHD;1;2019
14307515;UHD;4;2015
14307515;UHD;34;2016
14307517;UHD;2;2015
14307517;UHD;11;2016
14307517;UHD;13;2017
14307517;UHD;16;2018
14307517;UHD;13;2019
14307517;UHD;27;2020
14307517;UHD;30;2021
14307517;UHD;5;2022
14307522;UHD;4;2015
14307522;UHD;9;2016
14307522;UHD;11;2017
14307522;UHD;18;2018
14307522;UHD;6;2019
14307522;UHD;16;2020
14307522;UHD;14;2021
14307522;UHD;3;2022
14307523;UHD;1;2015
14307523;UHD;6;2016
14307523;UHD;16;2017
14307523;UHD;3;2018
14307523;UHD;0;2019
14307523;UHD;3;2020
14307523;UHD;1;2021
14307523;UHD;0;2022
14307527;UHD;0;2015
14307539;UHD;1;2015
14307539;UHD;4;2016
14307539;UHD;7;2017
14307539;UHD;3;2018
14307540;UHD;12;2015
14307544;UHD;5;2015
14307544;UHD;13;2016
14307544;UHD;25;2017
14307544;UHD;0;2018
14307545;UHD;8;2015
14307545;UHD;65;2016
14307545;UHD;37;2017
14307545;UHD;24;2018
14307545;UHD;37;2019
14307545;UHD;31;2020
14307545;UHD;43;2021
14307545;UHD;14;2022
14307550;UHD;5;2015
14307550;UHD;37;2016
14307550;UHD;18;2017
14307550;UHD;14;2018
14307550;UHD;12;2019
14307550;UHD;150;2020
14307550;UHD;68;2021
14307550;UHD;22;2022
14307552;UHD;0;2015
14307552;UHD;6;2016
14307552;UHD;6;2017
14307552;UHD;3;2018
14307552;UHD;19;2019
14307552;UHD;52;2020
14307552;UHD;189;2021
14307552;UHD;32;2022
14307560;UHD;10;2015
14307560;UHD;39;2016
14307560;UHD;18;2017
14307560;UHD;37;2018
14307560;UHD;87;2019
14307560;UHD;124;2020
14307560;UHD;120;2021
14307560;UHD;8;2022
14307561;UHD;4;2015
14307561;UHD;9;2016
14307561;UHD;8;2017
14307561;UHD;13;2018
14307561;UHD;9;2019
14307561;UHD;10;2020
14307561;UHD;10;2021
14307561;UHD;0;2022
14307562;UHD;2;2015
14307562;UHD;16;2016
14307562;UHD;39;2017
14307562;UHD;15;2018
14307562;UHD;11;2019
14307562;UHD;15;2020
14307562;UHD;4;2021
14307564;UHD;19;2015
14307564;UHD;69;2016
14307564;UHD;68;2017
14307564;UHD;41;2018
14307570;UHD;1;2015
14307573;UHD;3;2015
14307573;UHD;11;2016
14307573;UHD;10;2017
14307573;UHD;10;2018
14307573;UHD;11;2019
14307577;UHD;2;2015
14307577;UHD;21;2016
14307577;UHD;15;2017
14307577;UHD;21;2018
14307577;UHD;24;2019
14307577;UHD;8;2020
14307577;UHD;19;2021
14307577;UHD;15;2022
14307584;UHD;2;2015
14307584;UHD;19;2016
14307584;UHD;22;2017
14307584;UHD;29;2018
14307584;UHD;28;2019
14307587;UHD;0;2015
14307587;UHD;0;2016
14307587;UHD;0;2017
14307587;UHD;0;2018
14307587;UHD;0;2019
14307587;UHD;0;2020
14307587;UHD;0;2021
14307587;UHD;0;2022
14307593;UHD;0;2015
14307593;UHD;1;2016
14307593;UHD;3;2017
14307593;UHD;1;2018
14307593;UHD;3;2019
14307593;UHD;1;2020
14307593;UHD;1;2021
14307593;UHD;0;2022
14307594;UHD;10;2015
14307594;UHD;42;2016
14307594;UHD;33;2017
14307594;UHD;48;2018
14307594;UHD;19;2019
14307594;UHD;23;2020
14307594;UHD;77;2021
14307594;UHD;30;2022
14307604;UHD;0;2015
14307604;UHD;0;2016
14307604;UHD;2;2017
14307604;UHD;0;2018
14307609;UHD;4;2015
14307609;UHD;7;2016
14307609;UHD;6;2017
14307609;UHD;3;2018
14307609;UHD;7;2019
14307609;UHD;13;2020
14307609;UHD;5;2021
14307609;UHD;3;2022
14307612;UHD;1;2015
14307612;UHD;1;2016
14307612;UHD;4;2017
14307612;UHD;3;2018
14307612;UHD;2;2019
14307612;UHD;6;2020
14307612;UHD;1;2021
14307612;UHD;2;2022
14310084;UHD;22;2015
14310084;UHD;53;2016
14310084;UHD;52;2017
14310084;UHD;47;2018
14310084;UHD;35;2019
14310084;UHD;37;2020
14310084;UHD;56;2021
14310084;UHD;19;2022
14310088;UHD;0;2015
14310088;UHD;2;2016
14310088;UHD;2;2017
14310088;UHD;0;2018
14310088;UHD;1;2019
14310088;UHD;2;2020
14310088;UHD;1;2021
14310088;UHD;0;2022
14310096;UHD;1;2015
14310096;UHD;2;2016
14310096;UHD;3;2017
14310096;UHD;6;2018
14310096;UHD;3;2019
14310096;UHD;8;2020
14310096;UHD;3;2021
14310096;UHD;2;2022
14310102;UHD;0;2015
14310102;UHD;1;2016
14310102;UHD;0;2017
14310102;UHD;0;2018
14310102;UHD;5;2019
14310102;UHD;3;2020
14310102;UHD;0;2021
14310102;UHD;0;2022
14310119;UHD;2;2015
14310119;UHD;2;2016
14310119;UHD;6;2017
14310119;UHD;5;2018
14310119;UHD;5;2019
14310119;UHD;6;2020
14310122;UHD;2;2015
14310122;UHD;8;2016
14310122;UHD;11;2017
14310122;UHD;11;2018
14310122;UHD;5;2019
14310122;UHD;13;2020
14310122;UHD;8;2021
14310122;UHD;0;2022
14310127;UHD;1;2015
14310127;UHD;18;2016
14310127;UHD;6;2017
14310127;UHD;8;2018
14310127;UHD;11;2019
14310127;UHD;7;2020
14310127;UHD;4;2021
14310127;UHD;9;2022
14310130;UHD;2;2018
14310130;UHD;12;2019
14310130;UHD;11;2020
14310130;UHD;10;2021
14310130;UHD;1;2022
14310140;UHD;1;2015
14310140;UHD;11;2016
14310140;UHD;6;2017
14310140;UHD;0;2018
14313208;UHD;25;2015
14313208;UHD;63;2016
14313208;UHD;38;2017
14313208;UHD;28;2018
14313208;UHD;32;2019
14313208;UHD;46;2020
14313208;UHD;17;2021
14313208;UHD;3;2022
14313226;UHD;14;2016
14313226;UHD;17;2017
14313226;UHD;17;2018
14313226;UHD;13;2019
14313226;UHD;15;2020
14313226;UHD;22;2021
14313226;UHD;5;2022
14352004;UHD;0;2015
14352004;UHD;0;2016
14352004;UHD;0;2017
14352004;UHD;1;2018
14352004;UHD;2;2019
14352004;UHD;0;2020
14352004;UHD;0;2021
14352004;UHD;0;2022
14352006;UHD;0;2015
14352006;UHD;0;2016
14352006;UHD;0;2017
14352006;UHD;0;2018
14352006;UHD;0;2019
14352028;UHD;0;2015
14352044;UHD;0;2015
14352044;UHD;0;2016
14352044;UHD;0;2017
14352044;UHD;4;2018
14352044;UHD;0;2019
14352044;UHD;0;2020
14352044;UHD;0;2021
14352044;UHD;0;2022
14352062;UHD;0;2015
14352062;UHD;0;2016
14352062;UHD;1;2017
14352062;UHD;0;2018
14352062;UHD;0;2019
14352062;UHD;0;2020
14352062;UHD;0;2021
14352062;UHD;0;2022
14352063;UHD;0;2015
14352063;UHD;0;2016
14352063;UHD;2;2017
14352063;UHD;4;2018
14352063;UHD;1;2019
14352063;UHD;0;2020
14352063;UHD;0;2021
14352063;UHD;0;2022
14352065;UHD;0;2015
14352065;UHD;0;2016
14352070;UHD;0;2015
14352072;UHD;0;2015
14352072;UHD;0;2016
14352072;UHD;0;2017
14352072;UHD;0;2018
14352072;UHD;0;2019
14352072;UHD;0;2020
14352072;UHD;1;2021
14352072;UHD;0;2022
14352077;UHD;0;2015
14352077;UHD;1;2016
14352077;UHD;0;2017
14352077;UHD;0;2018
14352077;UHD;3;2019
14352077;UHD;0;2020
14352077;UHD;1;2021
14352077;UHD;0;2022
14352078;UHD;0;2015
14352078;UHD;0;2016
14352078;UHD;0;2017
14352078;UHD;0;2018
14352078;UHD;0;2019
14352078;UHD;0;2020
14352078;UHD;0;2021
14352078;UHD;0;2022
14352086;UHD;6;2015
14352086;UHD;2;2016
14352086;UHD;1;2017
14352086;UHD;8;2018
14352086;UHD;4;2019
14352086;UHD;4;2020
14352086;UHD;4;2021
14352086;UHD;2;2022
14352089;UHD;0;2015
14352089;UHD;0;2016
14352089;UHD;0;2017
14352089;UHD;0;2018
14352089;UHD;0;2019
14352117;UHD;0;2015
14352117;UHD;0;2016
14352117;UHD;0;2017
14352117;UHD;2;2018
14352117;UHD;2;2019
14352117;UHD;0;2020
14352117;UHD;0;2021
14352117;UHD;0;2022
14352128;UHD;0;2015
14352128;UHD;0;2016
14352128;UHD;0;2017
14352128;UHD;0;2018
14352128;UHD;0;2019
14352128;UHD;0;2020
14352128;UHD;0;2021
14352128;UHD;0;2022
14352130;UHD;0;2015
14352130;UHD;0;2016
